bin_center,count,density
-724000,25,0.025088061509851347
-723000,24,0.024309551829307136
-722000,23,0.02358934677598228
-721000,23,0.023067874686143283
-720000,22,0.022843506962184738
-719000,22,0.022950360691929517
-718000,23,0.0233512628631802
-717000,23,0.023947541393931106
-716000,24,0.024603215787424505
-715000,25,0.025177663292218173
-714000,25,0.025558790006691215
-713000,25,0.02568864028860855
-712000,25,0.02557525451497823
-711000,25,0.02528797417508418
-710000,24,0.02493746383839859
-709000,24,0.024645474369568536
-708000,24,0.024511891013114427
-707000,24,0.024587276520414748
-706000,24,0.024857770057317635
-705000,25,0.025246167746724228
-704000,25,0.025629033787197674
-703000,25,0.02586574642251844
-702000,25,0.025832437190348542
-701000,25,0.025452557037151175
-700000,24,0.024716599997950724
-699000,23,0.023686140185870896
-698000,22,0.02248114929261481
-697000,21,0.02125362765532062
-696000,20,0.020153907841472262
-695000,19,0.01929776235032195
-694000,18,0.018742233281771912
-693000,18,0.018475954698274268
-692000,18,0.0184261840719759
-691000,18,0.01848066814762439
-690000,18,0.01851884241674908
-689000,18,0.018444589779868067
-688000,18,0.018212419090460206
-687000,17,0.01784055681209607
-686000,17,0.01740767444140632
-685000,17,0.017034008993949648
-684000,16,0.016851484798692987
-683000,16,0.016970168087921834
-682000,17,0.01744931347139761
-681000,18,0.018280165075195903
-680000,19,0.019384822230751827
-679000,20,0.020631567630260195
-678000,21,0.021863041784352992
-677000,22,0.022930513576663706
-676000,23,0.02372600960400951
-675000,24,0.024204588717564042
-674000,24,0.02439145455024065
-673000,24,0.024372298936361367
-672000,24,0.02426935757693293
-671000,24,0.024209135780084375
-670000,24,0.024289776321088023
-669000,24,0.024556101282449495
-668000,24,0.024988451619241778
-667000,25,0.02550804048936594
-666000,25,0.02599746459482006
-665000,26,0.026331279954376747
-664000,26,0.02640906087597377
-663000,26,0.0261827334127932
-662000,25,0.025671361668284758
-661000,24,0.024959627931291563
-660000,24,0.02418023629696465
-659000,23,0.02348440772497234
-658000,23,0.023007558065886266
-657000,22,0.022838443319296124
-656000,22,0.022999225697654075
-655000,23,0.023441262592237062
-654000,24,0.0240575965338877
-653000,24,0.02470906292055487
-652000,25,0.02525762687242658
-651000,25,0.02559881918578938
-650000,25,0.025685389179404255
-649000,25,0.025536467476541053
-648000,25,0.02523010085163408
-647000,24,0.024881109480113583
-646000,24,0.02460982262347187
-645000,24,0.024509488656659334
-644000,24,0.024620480720057444
-643000,24,0.02491775044084503
-642000,25,0.02531472789320023
-641000,25,0.025682823425908764
-640000,25,0.025881846557928894
-639000,25,0.025793959907640152
-638000,25,0.025352893420757555
-637000,24,0.024561275638966432
-636000,23,0.023491818533411715
-635000,22,0.022272016622247905
-634000,21,0.021056030078635362
-633000,19,0.01999053486752755
-632000,19,0.01918277935665477
-631000,18,0.018678530583381592
-630000,18,0.01845516126817589
-629000,18,0.018431416650178847
-628000,18,0.018491317327475266
-627000,18,0.01851620012945197
-626000,18,0.018416919075003268
-625000,18,0.018158206966541794
-624000,17,0.017769139716614625
-623000,17,0.017337073880308036
-622000,16,0.016986502679234183
-621000,16,0.01684799828372594
-620000,17,0.017024865703550243
-619000,17,0.017565723435577812
-618000,18,0.018449802473126924
-617000,19,0.019588665854956295
-616000,20,0.02084405106861012
-615000,22,0.022057605835295296
-614000,23,0.023085386127257863
-613000,23,0.023828823746535714
-612000,24,0.024254733648138994
-611000,24,0.024399607241265477
-610000,24,0.02435727226817087
-609000,24,0.0242530542850215
-608000,24,0.02421085731657858
-607000,24,0.02432128914326824
-606000,24,0.024618672787200948
-605000,25,0.025072580724700647
-604000,25,0.025595943210134534
-603000,26,0.0260676957910886
-602000,26,0.02636434522615736
-601000,26,0.026392626566864665
-600000,26,0.026115138255667622
-599000,25,0.02556254746054565
-598000,24,0.02482923751963129
-597000,24,0.02405332065455151
-596000,23,0.023385770222610448
-595000,22,0.02295609958106675
-594000,22,0.022842874362390533
-593000,23,0.02305618052923573
-592000,23,0.02353626630745164
-591000,24,0.024168642114981334
-590000,24,0.02481192103174703
-589000,25,0.025331591778413
-588000,25,0.025631492101195048
-587000,25,0.025675340401207565
-586000,25,0.025493141865229847
-585000,25,0.025171009350727698
-584000,24,0.02482701623809112
-583000,24,0.024579129533724407
-582000,24,0.024513216176204305
-581000,24,0.024659097398142645
-580000,24,0.02498064955009656
-579000,25,0.02538249912685411
-578000,25,0.025731780143272553
-577000,25,0.025889712969868094
-576000,25,0.025745334197132666
-575000,25,0.02524315287452598
-574000,24,0.024397966353195282
-573000,23,0.023293183170094343
-572000,22,0.022063009657403057
-571000,20,0.0208627807926386
-570000,19,0.019834594607809668
-569000,19,0.01907653937910815
-568000,18,0.018622907987071818
-567000,18,0.018440093974204968
-566000,18,0.018439020358491126
-565000,18,0.01850090637891269
-564000,18,0.01850991956712108
-563000,18,0.018384588183955903
-562000,18,0.018100171067030033
-561000,17,0.017696418751205516
-560000,17,0.017268762807426695
-559000,16,0.01694505650880217
-558000,16,0.01685355761561584
-557000,17,0.017090018602047896
-556000,17,0.017691997441818586
-555000,18,0.018626761315988876
-554000,19,0.019795851444269992
-553000,21,0.021055317716827615
-552000,22,0.02224681006615855
-551000,23,0.023232064694229393
-550000,23,0.023922495532373182
-549000,24,0.024296797200008546
-548000,24,0.02440239256436045
-547000,24,0.02434049954319452
-546000,24,0.02423858357463399
-545000,24,0.024217027634428366
-544000,24,0.02435824120463818
-543000,24,0.024685804035691795
-542000,25,0.02515875419182398
-541000,25,0.02568239264995196
-540000,26,0.026132904805218873
-539000,26,0.02638969068583109
-538000,26,0.026367386045383273
-537000,26,0.026039614207125673
-536000,25,0.025448520159040516
-535000,24,0.024697611929825208
-534000,23,0.023929519555351747
-533000,23,0.023293978804400865
-532000,22,0.022913749967344663
-531000,22,0.0228567026397774
-530000,23,0.023120807465585907
-529000,23,0.023635639229934356
-528000,24,0.02427997949515548
-527000,24,0.024911193382628146
-526000,25,0.025399201159065424
-525000,25,0.02565676856026991
-524000,25,0.02565876764619651
-523000,25,0.025445784173127064
-522000,25,0.025111300043267018
-521000,24,0.024775716282889406
-520000,24,0.02455371419676684
-519000,24,0.024523088064208592
-518000,24,0.024702821295280973
-517000,25,0.02504590787909887
-516000,25,0.02544879828856508
-515000,25,0.025775261198513356
-514000,25,0.025888900953853988
-513000,25,0.025686426067968542
-512000,25,0.02512355223311756
-511000,24,0.024227197348583755
-510000,23,0.02309095274221594
-509000,21,0.021854880769687016
-508000,20,0.020674499964085557
-507000,19,0.019686442873816903
-506000,18,0.018979067167470342
-505000,18,0.0185750735240393
-504000,18,0.01843023527598932
-503000,18,0.01844839700689855
-502000,18,0.01850891901280014
-501000,18,0.018499706132735348
-500000,18,0.018347606515697158
-499000,18,0.01803862911453082
-498000,17,0.01762294495470133
-497000,17,0.017203389534139687
-496000,16,0.016910252326637433
-495000,16,0.01686852700913601
-494000,17,0.01716567211621366
-493000,17,0.017827835832255765
-492000,18,0.018810452933975225
-491000,20,0.020005626313255295
-490000,21,0.02126461497995167
-489000,22,0.022430065737999487
-488000,23,0.02337024845723454
-487000,24,0.02400706675387555
-486000,24,0.024331136370970122
-485000,24,0.02440038050613744
-484000,24,0.024322612220179944
-483000,24,0.02422647502284263
-482000,24,0.024227939468864746
-481000,24,0.024400614972525003
-480000,24,0.024757173268833314
-479000,25,0.02524642988273335
-478000,25,0.025766767104803436
-477000,26,0.026192553240112472
-476000,26,0.026407005772553636
-475000,26,0.026333346783333208
-474000,25,0.02595649989716549
-473000,25,0.025329881714116095
-472000,24,0.024565483565068436
-471000,23,0.02380952984480896
-470000,23,0.023209535663097643
-469000,22,0.02288070303263205
-468000,22,0.022879772648033182
-467000,23,0.02319264330716688
-466000,23,0.023738724278052233
-465000,24,0.024390915840184484
-464000,25,0.025006315235182375
-463000,25,0.025460148076458213
-462000,25,0.025674663601782693
-461000,25,0.025635991346950996
-460000,25,0.025394927511977344
-459000,25,0.02505157320521887
-458000,24,0.02472771503649848
-457000,24,0.024533849007558447
-456000,24,0.024539063853815567
-455000,24,0.024751297751674086
-454000,25,0.0251129346224819
-453000,25,0.02551293720045767
-452000,25,0.025812646907201107
-451000,25,0.02587901188460411
-450000,25,0.025617159945904192
-449000,24,0.024994365358966816
-448000,24,0.024049536042430802
-447000,22,0.02288586342049195
-446000,21,0.021648371263180227
-445000,20,0.020491771093272854
-444000,19,0.019546382359672185
-443000,18,0.018890330958600203
-442000,18,0.018534689080044763
-441000,18,0.018425042957808887
-440000,18,0.018458950930247037
-439000,18,0.01851486763057025
-438000,18,0.018485312554599
-437000,18,0.018306037274113948
-436000,17,0.017973945296438282
-435000,17,0.017549296468157255
-434000,17,0.017141602816533645
-433000,16,0.016882645016892645
-432000,16,0.016893222322023067
-431000,17,0.017251813137289518
-430000,17,0.01797288429043828
-429000,19,0.019000250824559452
-428000,20,0.02021722580645473
-427000,21,0.021471206981406674
-426000,22,0.022606825444178053
-425000,23,0.023499692563016795
-424000,24,0.024082636357993542
-423000,24,0.024358152866717532
-422000,24,0.024394162816261167
-421000,24,0.024304235765836762
-420000,24,0.02421722649385613
-419000,24,0.024243836479280877
-418000,24,0.024448339086863884
-417000,24,0.02483241390223351
-416000,25,0.025335041342230764
-415000,25,0.025848447481772216
-414000,26,0.026246131983293362
-413000,26,0.026416029001350767
-412000,26,0.026290573284558753
-411000,25,0.025866185047750356
-410000,25,0.025207266671529553
-409000,24,0.024433590788312413
-408000,23,0.023694025971384647
-407000,23,0.023132897368165758
-406000,22,0.022857094476923197
-405000,22,0.0229118720330859
-404000,23,0.023271182659893044
-403000,23,0.023844846629632144
-402000,24,0.024500768850580234
-401000,25,0.025096757593188773
-400000,25,0.02551417735638688
-399000,25,0.025685247016094835
-398000,25,0.02560737599986755
-397000,25,0.02534112741307196
-396000,24,0.024992424341307565
-395000,24,0.024683487184074104
-394000,24,0.02451975735464249
-393000,24,0.024561048079139603
-392000,24,0.024804124957918814
-391000,25,0.02518111167865976
-390000,25,0.025574227451092082
-389000,25,0.025843345043016868
-388000,25,0.025859696158937934
-387000,25,0.02553751943508883
-386000,24,0.024855921530726396
-385000,23,0.023865588461591872
-384000,22,0.022678664180479115
-383000,21,0.02144420667475928
-382000,20,0.020315137466730533
-381000,19,0.019414661095872227
-380000,18,0.01881024328911321
-379000,18,0.018501373347287724
-378000,18,0.01842395447689182
-377000,18,0.018470093649808384
-376000,18,0.01851829714143906
-375000,18,0.018466540911175344
-374000,18,0.018259997184661206
-373000,17,0.01790652775406319
-372000,17,0.01747607439896521
-371000,17,0.01708404710898955
-370000,16,0.016862758314951938
-369000,16,0.01692790845884501
-368000,17,0.017348369760418657
-367000,18,0.018126735831258334
-366000,19,0.01919549451806078
-365000,20,0.02042987811310997
-364000,21,0.02167437916880567
-363000,22,0.022776586400319324
-362000,23,0.0236202093139566
-361000,24,0.02414935926076365
-360000,24,0.024378289847592605
-359000,24,0.024384348496150152
-358000,24,0.02428598499980054
-357000,24,0.02421130048600662
-356000,24,0.02426491149471679
-355000,24,0.024501288931831688
-354000,24,0.024911117278210937
-353000,25,0.025424002046956634
-352000,25,0.02592682199232649
-351000,26,0.02629316517987933
-350000,26,0.026416550225638363
-349000,26,0.026239187064326906
-348000,25,0.025769108154802
-347000,25,0.02508133810551937
-346000,24,0.02430267308409393
-345000,23,0.023583655545406684
-344000,23,0.02306447189512546
-343000,22,0.02284300110856719
-342000,22,0.022952733177840225
-341000,23,0.023355881501674752
-340000,23,0.02395331839436443
-339000,24,0.024608871399920997
-338000,25,0.025182030678596375
-337000,25,0.025561087062794856
-336000,25,0.02568864247073492
-335000,25,0.025573327172427954
-334000,25,0.02528495746709133
-333000,24,0.024934439544060317
-332000,24,0.024643472907736965
-331000,24,0.024511611669461007
-330000,24,0.02458889063496861
-329000,24,0.024860856552201997
-328000,25,0.0252497978610681
-327000,25,0.02563198519885683
-326000,25,0.025866795062773375
-325000,25,0.02583065580959147
-324000,25,0.025447547678310888
-323000,24,0.024708603455391377
-322000,23,0.023675995383107388
-321000,22,0.022470112003189876
-320000,21,0.021243092193479456
-319000,20,0.020145098898364883
-318000,19,0.01929147129005227
-317000,18,0.018738662198824002
-316000,18,0.018474705075175096
-315000,18,0.01842639144576219
-314000,18,0.018481248471560574
-313000,18,0.018518788534932183
-312000,18,0.018443244290275232
-311000,18,0.01820965582454736
-310000,17,0.017836825742205957
-309000,17,0.017403898503700832
-308000,17,0.01703135782985899
-307000,16,0.016851080821643872
-306000,16,0.016972797119947307
-305000,17,0.017455211333151914
-304000,18,0.018288933153652143
-303000,19,0.019395493677201205
-302000,20,0.020642809129992938
-301000,21,0.021873442770261712
-300000,22,0.022938893423700125
-299000,23,0.023731668960789987
-298000,24,0.024207444777287035
-297000,24,0.024392028395842882
-296000,24,0.02437155918109026
-295000,24,0.024268459531404118
-294000,24,0.024209120745806566
-293000,24,0.024291305135614803
-292000,24,0.024559287600159997
-291000,24,0.02499283573012118
-290000,25,0.025512709809454425
-289000,26,0.02600129080468721
-288000,26,0.02633321397843488
-287000,26,0.026408412541755355
-286000,26,0.026179366227353413
-285000,25,0.02566575382371894
-284000,24,0.024952783345228553
-283000,24,0.024173466204382942
-282000,23,0.023479035076878912
-281000,23,0.023004615985449665
-280000,22,0.02283844046230357
-279000,23,0.023002035165020116
-278000,23,0.023446161006414293
-277000,24,0.024063443363517126
-276000,24,0.024714576052060698
-275000,25,0.025261687118601182
-274000,25,0.025600729586084375
-273000,25,0.025685026248015667
-272000,25,0.02553428821598908
-271000,25,0.025227004835259904
-270000,24,0.02487819092154796
-269000,24,0.02460807436958243
-268000,24,0.024509531844199427
-267000,24,0.024622387533780966
-266000,24,0.024921004545898916
-265000,25,0.025318333287974577
-264000,25,0.025685535959791752
-263000,25,0.025882472124890345
-262000,25,0.025791646771409108
-261000,25,0.02534734731298294
-260000,24,0.02455284491785525
-259000,23,0.023481428242131425
-258000,22,0.022260967029330458
-257000,21,0.02104570823083867
-256000,19,0.019982108781493417
-255000,19,0.01917694856235563
-254000,18,0.01867539281584606
-253000,18,0.018454226596444714
-252000,18,0.018431764216446656
-251000,18,0.018491854988239805
-250000,18,0.01851596218311285
-249000,18,0.01841532807060692
-248000,18,0.018155234561022363
-247000,17,0.017765326479194644
-246000,17,0.017333402720274834
-245000,16,0.016984156672865843
-244000,16,0.01684806224905959
-243000,17,0.017028044911775588
-242000,17,0.017572148907138947
-241000,18,0.018458971339992532
-240000,19,0.019599532402275584
-239000,20,0.02085524733859772
-238000,22,0.022067739070325536
-237000,23,0.023093341581585467
-236000,23,0.02383400009441783
-235000,24,0.024257154678740993
-234000,24,0.024399883728706186
-233000,24,0.0243564244486489
-232000,24,0.02425223932064846
-231000,24,0.024211069173035865
-230000,24,0.02432310482150632
-229000,24,0.02462210724312833
-228000,25,0.025077085937059273
-227000,25,0.02560055130564973
-226000,26,0.02607127062195565
-225000,26,0.02636588002273231
-224000,26,0.026391513821508956
-223000,26,0.02611134464689403
-222000,25,0.025556649776693207
-221000,24,0.024822309524153884
-220000,24,0.024046697332279224
-219000,23,0.023380745921973214
-218000,22,0.022953632855365273
-217000,22,0.022843370821560724
-216000,23,0.02305940610127374
-215000,23,0.023541411598464308
-214000,24,0.024174521803542896
-213000,24,0.024817259425549854
-212000,25,0.025335324821249224
-211000,25,0.02563301233804392
-210000,25,0.025674625604096897
-209000,25,0.025490736707846674
-208000,25,0.025167865664079272
-207000,24,0.024824232126677472
-206000,24,0.02457765246928082
-205000,24,0.024513584029828752
-204000,24,0.024661282055155803
-203000,24,0.02498404255725327
-202000,25,0.025386043920100246
-201000,25,0.025734219346159923
-200000,25,0.02588989087296451
-199000,25,0.0257424807838156
-198000,25,0.025237080022973393
-197000,24,0.02438912808419166
-196000,23,0.02328258483566374
-195000,22,0.022051987700911754
-194000,20,0.020852706172672302
-193000,19,0.019826571472011716
-192000,19,0.019071171580206048
-191000,18,0.018620189311553362
-190000,18,0.018439447603167503
-189000,18,0.018439476533640503
-188000,18,0.018501373452914617
-187000,18,0.018509480848826327
-186000,18,0.018382750816378503
-185000,18,0.0180970051051259
-184000,17,0.017692551709615117
-183000,17,0.017265230581044597
-182000,16,0.01694304699756418
-181000,16,0.016854109924813378
-180000,17,0.017093751832334383
-179000,17,0.017698936090302014
-178000,18,0.01863630088365428
-177000,19,0.01980687371211067
-176000,21,0.02106642866284386
-175000,22,0.02225664347593738
-174000,23,0.023239578490368937
-173000,23,0.023927189634549678
-172000,24,0.024298800890588047
-171000,24,0.024402401184423973
-170000,24,0.024339577086778894
-169000,24,0.024237880394867368
-168000,24,0.024217483038743666
-167000,24,0.02436034417154644
-166000,24,0.024689470796496447
-165000,25,0.025163352544932842
-164000,25,0.025686906693365694
-163000,26,0.02613619915319263
-162000,26,0.026390808664234714
-161000,26,0.026365807861355287
-160000,26,0.02603541075014161
-159000,25,0.025442363552422236
-158000,24,0.02469063898355293
-157000,23,0.02392308029727183
-156000,23,0.02328933046646403
-155000,22,0.022911770269461066
-154000,22,0.022857691644679465
-153000,23,0.023124425786052463
-152000,23,0.023640997208949566
-151000,24,0.024285855259869805
-150000,24,0.024916326374695427
-149000,25,0.025402589519604443
-148000,25,0.02565789804891639
-147000,25,0.025657716761581982
-146000,25,0.02544318064824474
-145000,25,0.0251081404365878
-144000,24,0.02477309402017267
-143000,24,0.02455252389970238
-142000,24,0.024523779823318142
-141000,24,0.02470526627987193
-140000,25,0.025049409330625435
-139000,25,0.025452246214228525
-138000,25,0.025777393722416407
-137000,25,0.025888608957713853
-136000,25,0.025683026916019744
-135000,25,0.02511696568923033
-134000,24,0.024217980477387466
-133000,23,0.02308018485201623
-132000,21,0.021843925924057747
-131000,20,0.02066470434213455
-130000,19,0.019678840020589713
-129000,18,0.01897416209446037
-128000,18,0.0185727572110006
-127000,18,0.01842984914539215
-126000,18,0.018448930223454972
-125000,18,0.018509288992754773
-124000,18,0.018499052378368772
-123000,18,0.01834552477839671
-122000,18,0.018035287690988902
-121000,17,0.017619054004010086
-120000,17,0.017200030539402406
-119000,16,0.016908609331642985
-118000,16,0.016869585579773375
-117000,17,0.017169960142907188
-116000,17,0.017835270293974605
-115000,18,0.018820331023921312
-114000,20,0.020016764169750186
-113000,21,0.021275601273578068
-112000,22,0.0224395693442625
-111000,23,0.0233773062498329
-110000,24,0.02401128241576147
-109000,24,0.024332742848667516
-108000,24,0.02440015200987227
-107000,24,0.02432164835526956
-106000,24,0.024225910751462413
-105000,24,0.02422865253581878
-104000,24,0.02440300280201754
-103000,24,0.02476105406996066
-102000,25,0.025251092028004032
-101000,25,0.02577115428884048
-100000,26,0.02619553944538798
-99000,26,0.026407691872081206
-98000,26,0.026331305139543775
-97000,25,0.02595190591795082
-96000,25,0.025323498920990003
-95000,24,0.024558504561781054
-94000,23,0.02380331087542333
-93000,23,0.023205288572706834
-92000,22,0.022879218992443752
-91000,22,0.022881244391888322
-90000,23,0.02319662870635899
-89000,23,0.023744259703946193
-88000,24,0.02439675133711252
-87000,25,0.02501121395799932
-86000,25,0.02546317696687666
-85000,25,0.025675404664953667
-84000,25,0.02563462255033202
-83000,25,0.025392154439737698
-82000,25,0.02504842929354542
-81000,24,0.02472528049843287
-80000,24,0.024532958521889213
-79000,24,0.024540075850231626
-78000,24,0.024753982998259382
-77000,25,0.02511651251676228
-76000,25,0.025516251860140827
-75000,25,0.025814440745786666
-74000,25,0.02587823027240412
-73000,25,0.02561321270404779
-72000,24,0.02498728114495809
-71000,24,0.02403997164654827
-70000,22,0.02287496525716307
